,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
483,Rio,Riyadh,Kia,Automatic,Saudi,Semi Full,2018,2.0,85000,30000
484,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,74000,27000
485,Land Cruiser 70,Dammam,Toyota,Manual,Saudi,Semi Full,2014,4.0,70000,69000
486,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,22999,53000
487,The 7,Jeddah,BMW,Automatic,Saudi,Full,2014,6.0,182000,90000
489,Maxima,Riyadh,Nissan,Automatic,Saudi,Standard,2017,3.5,158543,61500
490,Navara,Jeddah,Nissan,Automatic,Other,Full,2015,2.5,19000,38000
492,LS,Khobar,Lexus,Automatic,Saudi,Full,2015,4.6,103000,170000
493,Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2019,1.4,65392,37000
495,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,100000,44000
496,Camry,Hafar Al-Batin,Toyota,Automatic,Saudi,Semi Full,2020,2.5,53800,1700
498,Accord,Qassim,Honda,Automatic,Gulf Arabic,Semi Full,2017,2.5,62847,82000
503,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2020,1.6,16479,56000
504,Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,126000,63000
505,Accent,Dammam,Hyundai,Automatic,Saudi,Full,2020,1.6,10400,53000
506,Suburban,Taef,Chevrolet,Automatic,Other,Full,2008,5.3,263,32000
508,Yukon,Qassim,GMC,Automatic,Saudi,Full,2012,5.3,270,39000
509,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,173700,30000
511,Yukon,Jeddah,GMC,Automatic,Saudi,Full,2013,2.7,300,55000
513,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2011,1.4,108000,19000
514,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.6,41000,190000
516,A6,Riyadh,Audi,Automatic,Saudi,Semi Full,2013,3.0,75000,70000
517,Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,49000
518,Innova,Jubail,Toyota,Automatic,Saudi,Full,2015,2.7,114000,49000
519,Taurus,Al-Namas,Ford,Automatic,Saudi,Semi Full,2010,4.4,10000,25000
521,Dokker,Riyadh,Renault,Manual,Saudi,Standard,2016,1.8,143000,20000
523,Taurus,Dammam,Ford,Automatic,Other,Semi Full,2017,3.5,142311,75000
524,Cadenza,Riyadh,Kia,Automatic,Saudi,Full,2017,3.3,88000,83000
525,CX5,Riyadh,Mazda,Automatic,Saudi,Full,2019,2.5,33000,102000
526,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.6,18000,285000
528,Camry,Qassim,Toyota,Automatic,Other,Standard,2016,2.5,148254,59000
529,Expedition,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016,5.4,172000,76000
531,Camry,Jeddah,Toyota,Manual,Saudi,Standard,2009,2.5,350000,25000
533,CX9,Dammam,Mazda,Automatic,Gulf Arabic,Full,2016,3.7,169300,65000
535,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2006,4.5,215000,79000
538,Accord,Abha,Honda,Automatic,Saudi,Standard,2008,2.4,197000,20000
539,Sonata,Al-Ahsa,Hyundai,Manual,Saudi,Standard,2019,2.4,3400,58000
540,Rio,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.4,270000,25000
541,Suburban,Makkah,GMC,Automatic,Saudi,Standard,2006,2.0,230000,29000
542,Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2017,1.0,135000,73000
544,Mohave,Riyadh,Kia,Automatic,Saudi,Standard,2014,3.8,256000,30000
546,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2007,5.3,262,30000
547,Traverse,Al-Medina,Chevrolet,Automatic,Other,Semi Full,2009,3.6,325,18000
548,Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,125000,45000
549,Yaris,Jubail,Toyota,Manual,Saudi,Standard,2016,1.5,134000,23000
550,Explorer,Khobar,Ford,Automatic,Other,Standard,2003,4.0,360000,8000
551,The 5,Khobar,BMW,Automatic,Saudi,Standard,2014,2.0,150000,57000
552,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2011,5.3,401000,52000
553,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.6,177900,220000
554,Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.6,219175,113500
555,The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2014,2.0,139000,90000
556,Ghost,Dammam,Rolls-Royce,Automatic,Saudi,Full,2010,6.0,175000,310000
559,Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2011,2.7,304000,32000
560,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,57000,44000
561,Elantra,Al-Medina,Hyundai,Automatic,Other,Full,2016,1.6,87000,42000
562,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.2,268041,75000
563,C,Dammam,Mercedes,Automatic,Saudi,Full,2015,2.0,125000,119000
564,Durango,Riyadh,Dodge,Automatic,Saudi,Semi Full,2013,5.7,253,29000
565,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,85000,141000
566,3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,47000,54000
567,Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.6,76014,48000
568,Rush,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.5,55000,52000
569,Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.6,105272,38500
570,Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2014,2.0,48000,100000
571,Cherokee,Riyadh,Jeep,Automatic,Saudi,Standard,2010,3.4,400,15000
575,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2017,2.7,73000,72000
577,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,109000,33000
579,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2014,5.7,190700,59000
580,Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.5,238000,48500
581,Azera,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,2012,3.0,433000,30000
582,Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2016,3.5,198000,69000
585,Hilux,Jeddah,Toyota,Manual,Saudi,Full,2014,2.7,180000,52000
586,CX9,Qassim,Mazda,Automatic,Gulf Arabic,Full,2015,2.4,138020,58000
588,Sonata,Tabouk,Hyundai,Automatic,Gulf Arabic,Full,2018,2.0,79000,36000
589,The 5,Riyadh,BMW,Automatic,Saudi,Semi Full,2011,3.0,276000,65000
592,Veloster,Riyadh,Hyundai,Automatic,Saudi,Full,2019,2.0,63000,62000
593,Prestige,Tabouk,Genesis,Automatic,Gulf Arabic,Semi Full,2015,3.8,85343,81000
596,Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,2020,2.5,17000,1430
597,Taurus,Jazan,Ford,Automatic,Saudi,Full,2014,3.5,269177,60000
598,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2015,4.6,83000,160000
599,E,Riyadh,Mercedes,Automatic,Other,Standard,2016,2.0,110440,98000
600,G,Riyadh,Mercedes,Automatic,Saudi,Full,2015,8.8,213000,240000
601,Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,36833,28500
603,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,127974,61500
604,LX,Riyadh,Lexus,Automatic,Saudi,Full,2019,5.7,41142,381000
605,Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.7,203312,62500
606,IS,Dammam,Lexus,Automatic,Other,Full,2017,3.0,90000,117000
607,Cerato,Jeddah,Kia,Automatic,Saudi,Full,2010,1.6,293300,13500
608,Camry,Dammam,Toyota,Automatic,Other,Semi Full,2001,2.5,346900,17000
609,Hiace,Riyadh,Toyota,Manual,Other,Standard,2016,2.7,99999,69000
611,Avalon,Tabouk,Toyota,Automatic,Saudi,Semi Full,2019,3.5,60000,115000
614,Expedition,Dammam,Ford,Automatic,Saudi,Full,2018,3.6,44200,159000
615,Blazer,Jeddah,Chevrolet,Automatic,Saudi,Full,2008,3.6,220000,18000
618,Fluence,Dammam,Renault,Automatic,Saudi,Semi Full,2015,1.6,91000,20000
619,ES,Khobar,Lexus,Automatic,Other,Full,2007,6.1,240000,24000
621,Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2016,2.5,116987,58000
622,Grand Cherokee,Dammam,Jeep,Automatic,Saudi,Full,2017,5.7,102000,99000
623,Pajero,Aseer,Mitsubishi,Automatic,Saudi,Full,2018,3.8,62000,82000
624,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,120496,40800
626,Edge,Riyadh,Ford,Automatic,Saudi,Standard,2009,3.5,357,20000
628,Furniture,Riyadh,Toyota,Automatic,Other,Semi Full,2013,2.4,170000,55000
629,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,130000,53000
632,Hilux,Tabouk,Toyota,Manual,Saudi,Semi Full,2013,2.7,290,55000
633,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,65325,71500
634,Vego,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,51419,27500
637,Fusion,Dammam,Ford,Automatic,Gulf Arabic,Semi Full,2016,1.2,99200,45000
638,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,117313,32500
640,Optima,Dammam,Kia,Automatic,Saudi,Semi Full,2014,2.0,241000,35000
641,Suburban,Makkah,Chevrolet,Automatic,Saudi,Semi Full,2011,4.0,289,36000
643,Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.0,145000,37000
644,S,Al-Namas,Mercedes,Automatic,Other,Full,1995,3.0,200000,15000
645,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,183000,60000
646,Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,2.7,11571,116500
647,Expedition,Riyadh,Ford,Automatic,Saudi,Full,2014,4.0,116000,50000
648,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2018,5.7,82000,220000
649,Sunny,Riyadh,Nissan,Manual,Saudi,Standard,2008,1.5,275000,10000
650,E,Jeddah,Mercedes,Manual,Other,Semi Full,2017,9.0,134000,155000
652,Land Cruiser,Al-Medina,Toyota,Automatic,Saudi,Full,2006,4.5,311100,63000
653,Grand Cherokee,Riyadh,Jeep,Automatic,Gulf Arabic,Full,2014,5.7,76300,85000
656,Optima,Riyadh,Kia,Automatic,Saudi,Standard,2017,2.4,263400,40000
657,Ciocca,Riyadh,Toyota,Automatic,Saudi,Standard,2016,5.7,348000,79000
659,Hilux,Aseer,Toyota,Manual,Saudi,Full,2020,2.4,34000,120000
660,Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,192901,114500
662,Land Cruiser,Taef,Toyota,Automatic,Saudi,Standard,2007,1.2,300000,30000
664,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,105509,26000
665,Grand Marquis,Al-Medina,Mercury,Automatic,Other,Full,2007,4.6,179000,24000
666,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,41000,34000
668,Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.6,50000,29000
670,C300,Riyadh,Chrysler,Automatic,Saudi,Full,2008,5.7,390000,25000
671,Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2013,2.5,300000,35000
672,Camry,Qassim,Toyota,Manual,Saudi,Standard,2001,1.4,300,13500
673,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,110448,30000
674,Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2008,1.7,280000,17000
676,Marquis,Riyadh,Ford,Automatic,Saudi,Full,2011,4.6,114000,48000
677,Q,Riyadh,INFINITI,Automatic,Gulf Arabic,Semi Full,2019,2.0,5000,90000
678,Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,1.6,107000,39000
679,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2017,3.5,158039,75000
680,3,Riyadh,Mazda,Automatic,Saudi,Semi Full,2016,2.0,104800,39000
681,CX9,Riyadh,Mazda,Automatic,Saudi,Full,2015,1.9,274000,66000
682,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2013,5.3,77000,80000
683,Elantra,Jeddah,Hyundai,Manual,Saudi,Standard,2011,2.0,337000,10000
684,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,159626,27500
685,S,Dammam,Mercedes,Automatic,Other,Full,2015,3.0,46000,210000
686,Accord,Dammam,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,129000,68000
690,F3,Al-Medina,BYD,Automatic,Saudi,Standard,2020,1.5,60000,28000
692,Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2019,2.0,26000,84000
693,Accent,Dammam,Hyundai,Manual,Saudi,Standard,2005,1.5,294602,5000
694,Kona,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,2.0,76000,56000
695,Flex,Khobar,Ford,Automatic,Saudi,Semi Full,2012,3.5,282000,25000
697,Corolla,Yanbu,Toyota,Automatic,Saudi,Standard,2019,1.6,39000,52000
698,Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2019,4.6,38000,248000
699,Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2018,3.8,50000,290000
700,Datsun,Riyadh,Nissan,Manual,Other,Semi Full,2015,2.4,108500,27500
701,Explorer,Dammam,Ford,Automatic,Other,Full,2016,3.6,151000,106000
702,Fusion,Riyadh,Ford,Automatic,Other,Full,2017,2.0,55000,65000
703,Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2008,3.3,240,35000
704,Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,2013,3.5,177000,70000
707,UX,Dammam,Lexus,Automatic,Gulf Arabic,Full,2020,2.0,10000,176000
709,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,67000,52000
710,S,Dammam,Mercedes,Automatic,Saudi,Full,2013,3.0,110000,113000
712,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,74917,38500
713,Beetle,Jeddah,Volkswagen,Automatic,Other,Semi Full,2015,1.8,89000,54000
714,Victoria,Riyadh,Ford,Automatic,Saudi,Full,2001,4.6,399249,3000
716,Optima,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.0,101381,48500
717,Corolla,Taef,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,52000
719,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2012,3.0,360000,24000
722,Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2015,2.4,173000,43000
723,FJ,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,4.0,199000,95000
724,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2016,3.8,144624,47000
727,Furniture,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,55000
729,Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2008,3.5,320000,30000
730,Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,36000,48000
732,S,Riyadh,Mercedes,Automatic,Other,Full,2017,3.0,53000,260000
734,FJ,Qassim,Toyota,Automatic,Saudi,Full,2015,2.7,230000,85000
735,Sunny,Riyadh,Nissan,Manual,Saudi,Standard,2011,1.6,311000,10000
736,Senta fe,Jeddah,Hyundai,Automatic,Saudi,Full,2016,3.3,73115,85000
738,F150,Riyadh,Ford,Automatic,Saudi,Semi Full,2019,3.5,13339,291500
741,Edge,Jeddah,Ford,Automatic,Saudi,Full,2013,3.5,240,43000
742,Prado,Jazan,Toyota,Automatic,Saudi,Full,2012,4.0,240000,70000
745,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,1.2,150,20000
747,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,105154,85000
748,Tahoe,Dammam,Chevrolet,Automatic,Other,Semi Full,2018,3.0,127000,159000
749,Explorer,Makkah,Ford,Automatic,Other,Standard,2013,3.5,218000,48000
750,LX,Taef,Lexus,Automatic,Gulf Arabic,Full,2018,7.5,122000,340000
751,Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2017,3.5,104159,106500
752,Accord,Al-Ahsa,Honda,Automatic,Gulf Arabic,Full,2016,1.6,81000,63000
753,Creta,Besha,Hyundai,Automatic,Saudi,Full,2018,1.6,11800,56000
755,C,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2015,2.0,54000,120000
756,Explorer,Dammam,Ford,Automatic,Saudi,Standard,2017,3.6,150000,73000
757,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2014,1.6,275000,25000
759,Navara,Riyadh,Nissan,Manual,Saudi,Standard,2016,2.5,132714,41500
760,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,12000,78000
761,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,105000,23000
763,Datsun,Riyadh,Nissan,Manual,Saudi,Full,2015,2.4,212000,42000
764,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.5,122000,37000
765,Lancer,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2014,1.0,150000,16000
766,Innova,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,38500
767,C,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2015,2.0,73000,110000
770,Rav4,Jeddah,Toyota,Automatic,Saudi,Standard,2018,2.5,72000,95000
773,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,27000
775,Hilux,Al-Medina,Toyota,Manual,Saudi,Semi Full,2016,1.0,121,60500
777,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,6.2,155000,77000
778,Camry,Tabouk,Toyota,Manual,Saudi,Standard,1999,2.4,400,20000
780,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,6.0,75000,65000
781,Yukon,Dammam,GMC,Automatic,Saudi,Full,2007,5.3,235000,65000
783,Altima,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2015,2.5,60829,48000
784,Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,98000,27500
785,Suburban,Riyadh,GMC,Automatic,Saudi,Standard,2004,5.3,300000,8000
787,Impala,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,3.6,212000,64000
788,Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2015,5.0,140000,245000
789,CX5,Khobar,Mazda,Automatic,Saudi,Standard,2021,2.5,5500,1262
790,Patrol,Jeddah,Nissan,Automatic,Saudi,Standard,2016,4.8,59000,83000
791,Rio,Riyadh,Kia,Automatic,Saudi,Full,2019,1.4,48000,38000
793,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,117000,63000
794,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2016,5.3,97955,145000
795,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2016,3.5,144000,55000
797,Marquis,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2009,4.0,377000,21000
798,Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,110000,255000
799,Van R,Hafar Al-Batin,Victory Auto,Manual,Saudi,Full,2017,1.2,1500,31000
802,Mustang,Dammam,Ford,Automatic,Gulf Arabic,Full,2016,3.7,240000,89000
803,Elantra,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2015,2.0,140,38000
804,Rush,Khobar,Toyota,Automatic,Saudi,Semi Full,2021,1.5,9000,59500
805,CS35 Plus,Riyadh,Changan,Automatic,Saudi,Full,2020,1.4,67095,60000
806,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2010,3.6,283000,33000
807,Yukon,Al-Baha,GMC,Automatic,Saudi,Full,2009,6.2,138000,55000
808,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Standard,2020,3.0,17000,428000
810,Hiace,Abha,Toyota,Manual,Saudi,Standard,2016,2.7,180000,72000
812,DB9,Dammam,Aston Martin,Automatic,Saudi,Full,2010,6.0,71000,180000
813,Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2014,3.0,195000,170000
815,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2017,3.5,123000,85000
816,ML,Makkah,Mercedes,Automatic,Saudi,Semi Full,2005,3.7,356000,19000
817,Sierra,Dammam,GMC,Automatic,Saudi,Standard,2015,5.3,86000,98000
818,Range Rover,Al-Ahsa,Land Rover,Automatic,Other,Full,2016,4.3,87000,167000
819,C,Dammam,Mercedes,Automatic,Saudi,Full,2018,3.0,44000,180000
821,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,1.5,131006,58000
823,Sorento,Jeddah,Kia,Automatic,Saudi,Semi Full,2010,3.3,213000,22000
824,Rio,Dammam,Kia,Automatic,Saudi,Standard,2016,1.4,119000,20000
827,X-Trail,Aseer,Nissan,Automatic,Saudi,Semi Full,2016,2.5,142000,46000
828,Tahoe,Riyadh,Chevrolet,Automatic,Other,Full,2016,5.3,128000,164000
829,Victoria,Jeddah,Ford,Automatic,Saudi,Full,2011,4.6,343000,29000
830,APV,Dammam,Suzuki,Manual,Saudi,Standard,2017,1.6,80000,30000
831,S,Riyadh,Mercedes,Automatic,Other,Full,2015,3.0,109000,199000
832,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,49498,40500
833,Prado,Jeddah,Toyota,Automatic,Saudi,Full,2016,4.0,143000,120000
835,Expedition,Al-Medina,Ford,Automatic,Other,Full,2010,5.7,335000,65000
836,Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2017,2.7,44000,78000
838,Elantra,Dammam,Hyundai,Automatic,Saudi,Full,2006,2.0,10000,7000
840,Camry,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,2014,2.5,130000,37000
841,Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2013,2.7,286000,38000
842,Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2012,5.6,381000,75000
843,Yaris,Yanbu,Toyota,Automatic,Saudi,Standard,2016,1.5,100,32000
844,Elantra,Riyadh,Hyundai,Manual,Saudi,Standard,2009,1.0,4000,11000
845,S,Jeddah,Mercedes,Automatic,Saudi,Full,2013,3.0,121000,118000
847,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,5.4,250000,50000
848,CX3,Riyadh,Mazda,Automatic,Saudi,Standard,2018,3.0,39000,58000
852,CLA,Riyadh,Mercedes,Automatic,Other,Standard,2020,2.0,10000,195000
853,Viano,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2013,3.5,154000,45000
854,ES,Hafar Al-Batin,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.5,200000,80000
855,CX9,Riyadh,Mazda,Automatic,Saudi,Full,2020,3.5,25182,120000
857,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,57000
858,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,117081,27000
860,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.6,160000,27500
861,EC7,Jeddah,Geely,Manual,Other,Standard,2015,1.3,160000,14000
864,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,158000,29000
865,Elantra,Qassim,Hyundai,Automatic,Other,Full,2016,1.6,101715,52000
866,Altima,Riyadh,Nissan,Automatic,Gulf Arabic,Full,2019,2.5,1000,115000
867,Traverse,Dammam,Chevrolet,Automatic,Other,Full,2016,3.4,154000,79000
869,Charger,Jeddah,Dodge,Automatic,Other,Full,2014,3.6,300000,35000
870,LX,Riyadh,Lexus,Automatic,Saudi,Standard,2013,5.7,240000,145000
871,Safari,Dammam,GMC,Automatic,Saudi,Semi Full,2005,5.3,84000,22000
873,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.0,264000,69000
874,Edge,Dammam,Ford,Automatic,Saudi,Full,2016,3.5,76200,77000
875,Yaris,Qassim,Toyota,Automatic,Saudi,Standard,2019,1.5,54000,35000
876,Accent,Hail,Hyundai,Automatic,Saudi,Standard,2020,1.4,21000,47000
877,Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,1.6,138661,47500
878,C,Riyadh,Mercedes,Automatic,Other,Semi Full,2016,2.0,76000,102000
879,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Standard,2015,3.5,103900,50000
880,Hilux,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2014,2.7,21000,75000
883,Cadillac,Riyadh,Classic,Automatic,Saudi,Full,1995,8.0,119,25000
884,Hilux,Dammam,Toyota,Manual,Saudi,Full,2020,2.4,29000,142000
887,The 5,Jeddah,BMW,Automatic,Saudi,Standard,2019,2.0,49528,138000
889,C300,Jeddah,Chrysler,Automatic,Saudi,Full,2012,3.5,160000,55500
890,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,152973,24500
891,Caprice,Dammam,Chevrolet,Automatic,Other,Semi Full,2013,6.2,193000,44000
893,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2019,5.7,6000,298000
894,Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2019,2.7,60000,97000
896,Kona,Riyadh,Hyundai,Automatic,Saudi,Full,2020,2.0,3109,89000
897,Furniture,Aseer,Toyota,Automatic,Saudi,Standard,2021,2.7,11000,100000
899,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.6,156000,40000
901,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,260000,60000
902,Sierra,Riyadh,GMC,Automatic,Saudi,Full,2016,5.3,82576,120000
903,Challenger,Jubail,Dodge,Automatic,Saudi,Full,2012,3.6,360000,35000
905,Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2018,1.5,53146,91500
907,Sentra,Jeddah,Nissan,Automatic,Saudi,Semi Full,2017,1.6,55005,1139
909,Caprice,Tabouk,Chevrolet,Automatic,Saudi,Semi Full,2015,6.0,235000,65000
911,Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2016,3.6,127500,79000
913,Patrol,Jeddah,Nissan,Automatic,Saudi,Full,2019,4.0,42000,185000
914,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018,2.0,116000,48000
916,Accord,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2016,2.4,90000,65000
918,CX5,Hail,Mazda,Automatic,Saudi,Standard,2019,2.5,84000,75000
919,Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2020,5.3,37000,165000
920,Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2015,2.7,122000,43000
922,Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,2016,2.4,76000,53000
923,Camry,Riyadh,Toyota,Automatic,Other,Standard,2016,2.5,96000,60000
927,Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,164169,29500
928,The 7,Jeddah,BMW,Automatic,Saudi,Full,2006,2.8,220,26000
930,QX,Riyadh,INFINITI,Automatic,Saudi,Full,2012,5.4,205000,77000
932,RX,Dammam,Lexus,Automatic,Other,Full,2017,3.5,81000,165000
933,Land Cruiser,Dammam,Toyota,Manual,Saudi,Semi Full,2002,4.0,3000,42000
935,Innova,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.7,175559,76500
936,Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Full,2017,3.2,80000,89500
